,acc,prec,rec,f1,rules
ordered_entropy_3_7_2,0.9157303370786517,0.9191411238825031,0.918054229330787,0.9185606060606061,"IF Hue>=1.31 THEN Wine=2 
IF Proline>=970.0 THEN Wine=1 
IF Color intensity>=6.62 THEN Wine=3 
IF Proline<=510.0 AND Alcalinity of ash>=20.7 THEN Wine=2 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Ash<=2.1 AND Hue>=0.98 THEN Wine=2 
IF OD280/OD315 of diluted wines>=3.35 THEN Wine=1 
IF Color intensity>=4.9 THEN Wine=3 
IF Alcohol<=12.86 AND Total phenols>=1.6 THEN Wine=2 
IF Flavanoids<=1.59 THEN Wine=3 
IF TRUE THEN Wine=2 "
ordered_entropy_3_7_3,0.9157303370786517,0.9191411238825031,0.918054229330787,0.9185606060606061,"IF Hue>=1.31 THEN Wine=2 
IF Proline>=970.0 THEN Wine=1 
IF Color intensity>=6.62 THEN Wine=3 
IF Proline<=510.0 AND Alcalinity of ash>=20.7 THEN Wine=2 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Ash<=2.1 AND Hue>=0.98 THEN Wine=2 
IF OD280/OD315 of diluted wines>=3.35 THEN Wine=1 
IF Color intensity>=4.9 THEN Wine=3 
IF Alcohol<=12.86 AND Total phenols>=1.6 THEN Wine=2 
IF Flavanoids<=1.59 THEN Wine=3 
IF TRUE THEN Wine=2 "
ordered_entropy_3_7_4,0.9157303370786517,0.9191411238825031,0.918054229330787,0.9185606060606061,"IF Hue>=1.31 THEN Wine=2 
IF Proline>=970.0 THEN Wine=1 
IF Color intensity>=6.62 THEN Wine=3 
IF Proline<=510.0 AND Alcalinity of ash>=20.7 THEN Wine=2 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Ash<=2.1 AND Hue>=0.98 THEN Wine=2 
IF OD280/OD315 of diluted wines>=3.35 THEN Wine=1 
IF Color intensity>=4.9 THEN Wine=3 
IF Alcohol<=12.86 AND Total phenols>=1.6 THEN Wine=2 
IF Flavanoids<=1.59 THEN Wine=3 
IF TRUE THEN Wine=2 "
ordered_entropy_3_7_5,0.9157303370786517,0.9191411238825031,0.918054229330787,0.9185606060606061,"IF Hue>=1.31 THEN Wine=2 
IF Proline>=970.0 THEN Wine=1 
IF Color intensity>=6.62 THEN Wine=3 
IF Proline<=510.0 AND Alcalinity of ash>=20.7 THEN Wine=2 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Ash<=2.1 AND Hue>=0.98 THEN Wine=2 
IF OD280/OD315 of diluted wines>=3.35 THEN Wine=1 
IF Color intensity>=4.9 THEN Wine=3 
IF Alcohol<=12.86 AND Total phenols>=1.6 THEN Wine=2 
IF Flavanoids<=1.59 THEN Wine=3 
IF TRUE THEN Wine=2 "
ordered_entropy_3_8_2,0.9438202247191011,0.951647509578544,0.9424832895679159,0.9464732416566265,"IF Hue>=1.31 THEN Wine=2 
IF Proline>=970.0 THEN Wine=1 
IF Color intensity>=6.62 THEN Wine=3 
IF Proline<=510.0 AND Alcalinity of ash>=20.7 THEN Wine=2 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Ash<=2.1 AND Hue>=0.98 THEN Wine=2 
IF OD280/OD315 of diluted wines>=3.35 THEN Wine=1 
IF Color intensity>=4.9 THEN Wine=3 
IF Alcohol<=12.86 AND Total phenols>=1.6 THEN Wine=2 
IF Magnesium>=89.0 AND Alcalinity of ash>=18.0 THEN Wine=3 
IF TRUE THEN Wine=2 "
ordered_entropy_3_8_3,0.9438202247191011,0.951647509578544,0.9424832895679159,0.9464732416566265,"IF Hue>=1.31 THEN Wine=2 
IF Proline>=970.0 THEN Wine=1 
IF Color intensity>=6.62 THEN Wine=3 
IF Proline<=510.0 AND Alcalinity of ash>=20.7 THEN Wine=2 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Ash<=2.1 AND Hue>=0.98 THEN Wine=2 
IF OD280/OD315 of diluted wines>=3.35 THEN Wine=1 
IF Color intensity>=4.9 THEN Wine=3 
IF Alcohol<=12.86 AND Total phenols>=1.6 THEN Wine=2 
IF Magnesium>=89.0 AND Alcalinity of ash>=18.0 THEN Wine=3 
IF TRUE THEN Wine=2 "
ordered_entropy_3_8_4,0.9438202247191011,0.951647509578544,0.9424832895679159,0.9464732416566265,"IF Hue>=1.31 THEN Wine=2 
IF Proline>=970.0 THEN Wine=1 
IF Color intensity>=6.62 THEN Wine=3 
IF Proline<=510.0 AND Alcalinity of ash>=20.7 THEN Wine=2 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Ash<=2.1 AND Hue>=0.98 THEN Wine=2 
IF OD280/OD315 of diluted wines>=3.35 THEN Wine=1 
IF Color intensity>=4.9 THEN Wine=3 
IF Alcohol<=12.86 AND Total phenols>=1.6 THEN Wine=2 
IF Magnesium>=89.0 AND Alcalinity of ash>=18.0 THEN Wine=3 
IF TRUE THEN Wine=2 "
ordered_entropy_3_8_5,0.9438202247191011,0.951647509578544,0.9424832895679159,0.9464732416566265,"IF Hue>=1.31 THEN Wine=2 
IF Proline>=970.0 THEN Wine=1 
IF Color intensity>=6.62 THEN Wine=3 
IF Proline<=510.0 AND Alcalinity of ash>=20.7 THEN Wine=2 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Ash<=2.1 AND Hue>=0.98 THEN Wine=2 
IF OD280/OD315 of diluted wines>=3.35 THEN Wine=1 
IF Color intensity>=4.9 THEN Wine=3 
IF Alcohol<=12.86 AND Total phenols>=1.6 THEN Wine=2 
IF Magnesium>=89.0 AND Alcalinity of ash>=18.0 THEN Wine=3 
IF TRUE THEN Wine=2 "
ordered_entropy_3_9_2,0.9325842696629213,0.9417267917267917,0.9298891276093472,0.9347619709471043,"IF Hue>=1.31 THEN Wine=2 
IF Proline>=970.0 THEN Wine=1 
IF Color intensity>=6.62 THEN Wine=3 
IF Proline<=510.0 AND Alcalinity of ash>=20.7 THEN Wine=2 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Ash<=2.1 AND Hue>=0.98 THEN Wine=2 
IF OD280/OD315 of diluted wines>=3.35 THEN Wine=1 
IF Color intensity>=4.9 THEN Wine=3 
IF Alcohol<=12.86 AND Total phenols>=1.6 THEN Wine=2 
IF Magnesium>=89.0 THEN Wine=3 
IF TRUE THEN Wine=2 "
ordered_entropy_3_9_3,0.9325842696629213,0.9417267917267917,0.9298891276093472,0.9347619709471043,"IF Hue>=1.31 THEN Wine=2 
IF Proline>=970.0 THEN Wine=1 
IF Color intensity>=6.62 THEN Wine=3 
IF Proline<=510.0 AND Alcalinity of ash>=20.7 THEN Wine=2 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Ash<=2.1 AND Hue>=0.98 THEN Wine=2 
IF OD280/OD315 of diluted wines>=3.35 THEN Wine=1 
IF Color intensity>=4.9 THEN Wine=3 
IF Alcohol<=12.86 AND Total phenols>=1.6 THEN Wine=2 
IF Magnesium>=89.0 THEN Wine=3 
IF TRUE THEN Wine=2 "
ordered_entropy_3_9_4,0.9325842696629213,0.9417267917267917,0.9298891276093472,0.9347619709471043,"IF Hue>=1.31 THEN Wine=2 
IF Proline>=970.0 THEN Wine=1 
IF Color intensity>=6.62 THEN Wine=3 
IF Proline<=510.0 AND Alcalinity of ash>=20.7 THEN Wine=2 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Ash<=2.1 AND Hue>=0.98 THEN Wine=2 
IF OD280/OD315 of diluted wines>=3.35 THEN Wine=1 
IF Color intensity>=4.9 THEN Wine=3 
IF Alcohol<=12.86 AND Total phenols>=1.6 THEN Wine=2 
IF Magnesium>=89.0 THEN Wine=3 
IF TRUE THEN Wine=2 "
ordered_entropy_3_9_5,0.9325842696629213,0.9417267917267917,0.9298891276093472,0.9347619709471043,"IF Hue>=1.31 THEN Wine=2 
IF Proline>=970.0 THEN Wine=1 
IF Color intensity>=6.62 THEN Wine=3 
IF Proline<=510.0 AND Alcalinity of ash>=20.7 THEN Wine=2 
IF Color intensity<=3.52 AND Nonflavanoid phenols>=0.29 THEN Wine=2 
IF Ash<=2.1 AND Hue>=0.98 THEN Wine=2 
IF OD280/OD315 of diluted wines>=3.35 THEN Wine=1 
IF Color intensity>=4.9 THEN Wine=3 
IF Alcohol<=12.86 AND Total phenols>=1.6 THEN Wine=2 
IF Magnesium>=89.0 THEN Wine=3 
IF TRUE THEN Wine=2 "
ordered_entropy_3_10_2,0.8876404494382022,0.8960791172448882,0.8788327895811782,0.8850309539420849,"IF Proline>=990.0 THEN Wine=1 
IF Color intensity>=6.62 THEN Wine=3 
IF Color intensity<=3.52 AND Alcalinity of ash>=20.4 THEN Wine=2 
IF Ash<=2.1 AND Alcalinity of ash>=17.5 THEN Wine=2 
IF Proline<=510.0 AND Total phenols>=1.45 THEN Wine=2 
IF Total phenols<=1.65 AND Magnesium>=88.0 THEN Wine=3 
IF Proline>=760.0 AND Malic Acid>=1.63 THEN Wine=1 
IF Alcohol<=12.51 AND Hue>=0.79 THEN Wine=2 
IF Color intensity>=4.32 THEN Wine=3 
IF TRUE THEN Wine=2 "
